year,state,county,fips,poptotal,pop16o,popu18,pop25o,pop324,pop60o,popnc,popnc18o,pophh,popinst,popogq,popmetro,malepop,femalepop,whitepop,blackpop,hisppop,aapipop,aianpop,multipop,otherpop,enroll,nohs,hsplus,bacc,grad,empop,unempop,cnoninst,hcnone,hcpub,hcpvt,earnmed,earnpc,incmed,incpc
2012,California,Sacramento County,06067,1451034,1130398,362550,940428,454265,252218,135146,120443,1426417,13065,11552,1451034,710436,740598,689082,140018,319210,226794,5566,67105,104297,360022,509394,667853,187277,86510,612555,99623,1106405,234573,489964,726497,31349.999999999996,43119.72963074747,33440,46758.14730863387
2012,California,San Bernardino County,06071,2079433,1568455,584398,1250570,734928,295661,239500,224680,2036191,26560,16682,2079433,1031853,1047580,662138,175189,1050986,142108,8427,38025,336969,552487,906967,932907,163899,75660,809206,129074,1525684,443727,670090,965616,27378.999999999996,38094.422376912364,29886.999999999996,40013.10918721821
2012,California,San Diego County,06073,3177449,2540028,724741,2081816,973175,539645,386577,352560,3087151,24877,65421,3177449,1597612,1579837,1509789,151415,1037614,370617,12288,91780,218211,734719,1052962,1358724,488247,277516,1499647,147300,2450211,527368,836039,1814042,31349.999999999996,47143.310616099625,33858,50612.48090773729
2012,California,San Francisco County,06075,824855,725750,110389,644163,159849,165451,117178,112031,806064,4995,13796,824855,419146,405709,342691,43742,126787,269985,1543,33643,51639,123975,202627,261429,226001,134798,459955,39356,707059,84419,219770,520666,47025,69047.00978686643,49846.5,72907.88650904316
2012,California,San Joaquin County,06077,703614,524172,201463,428151,242839,113095,88689,80048,687460,7925,8229,703614,349017,354597,245042,49414,279599,99364,2130,26797,93897,184452,312647,307879,56260,26828,268384,53471,510177,119578,249571,334465,27169.999999999996,39096.216352348994,29677.999999999996,42798.96905033557
2012,California,San Luis Obispo County,06079,275230,230159,50247,181146,85645,65493,12485,11948,257595,5543,12092,275230,139789,135441,192482,5153,59264,11243,629,6241,21555,69520,69684,138388,46247,20911,131103,9831,212619,38088,74304,162838,29259.999999999996,44040.56056193636,32603.999999999996,49483.28891313822
2012,California,San Mateo County,06081,739609,597343,159117,522921,190340,148453,118344,108581,729645,3682,6282,739609,363150,376459,305993,18431,187910,196333,927,26268,63510,154998,227200,275609,146676,90124,380540,29255,587379,83505,188595,467509,41800,65511.877118513825,45666.5,70074.46824018308
2012,California,Santa Barbara County,06083,431488,344104,97663,266464,148176,79718,63015,58280,412020,5845,13623,431488,216039,215449,201895,7117,188954,21566,1898,9798,53335,117925,162188,184686,52035,32579,193203,18103,324673,80737,128007,222744,25080,41132.019834973216,28214.999999999996,45503.067102934896
2012,California,Santa Clara County,06085,1837578,1446446,434446,1241713,523959,303798,330491,302048,1805051,7968,24559,1837578,922909,914669,627204,44953,494242,609517,3774,54518,161371,436307,620465,604422,351709,260982,884617,79478,1414258,210301,447493,1179784,45980,68956.5967420999,47965.5,72327.37967571215
2012,California,Santa Cruz County,06087,267573,218192,55305,171844,88002,47733,29262,28291,255178,1250,11145,267573,133173,134400,157536,2359,87543,10825,503,8602,13111,72051,80954,115254,44575,26790,137234,9944,206030,35851,70751,160971,31349.999999999996,49197.428004534486,33440,54451.18363266129
2012,California,Shasta County,06089,178364,144111,39098,124773,47548,45595,2362,1689,176040,1336,988,178364,89186,89178,145661,2391,15885,4446,5815,4166,2438,38318,54382,99077,16532,8373,70346,9254,141869,30512,76273,71579,26334,37272.91481854839,29939.249999999996,40955.69950268817
2012,California,Solano County,06095,420284,333404,98836,279753,125608,78037,42470,40107,408642,9035,2607,420284,209345,210939,168393,54436,104425,67388,1180,23034,36752,92680,141548,209073,49488,20175,188287,27908,321954,60112,123481,236691,34380.5,45208.13468275488,37620,48761.73204220897
2012,California,Sonoma County,06097,491694,398951,104930,339853,136929,109327,50164,47306,482035,3816,5843,491694,239013,252681,320252,7446,125727,20780,3107,11923,64216,106627,155981,224214,71061,40438,237353,25251,389325,73815,150065,267814,31349.999999999996,45197.55792729895,34903,49742.17760080453
2012,California,Stanislaus County,06099,521547,393630,145691,320698,179092,84758,62633,56065,515794,3118,2635,521547,257086,264461,237942,12969,224371,31105,2490,12396,61457,132161,230699,242369,32625,15854,200971,42690,388475,92857,208134,220556,26125,36660.301230319375,27692.499999999996,39350.31942350688
2012,California,Tulare County,06107,453412,323391,145362,258732,172599,64254,75117,69885,445743,5025,2644,453412,227415,225997,142508,5553,280002,15070,2721,7369,41995,131663,239291,171806,29612,12703,170796,26807,316460,103823,186918,162671,21945,32702.98549095137,24035,34635.4053009379
2012,California,Ventura County,06111,836076,650797,208214,541761,263780,149615,98032,91087,824403,3398,8275,836076,417125,418951,396586,13323,344257,57185,2072,20795,66130,206590,311600,344948,118800,60728,400292,42944,639124,131752,230294,474030,31349.999999999996,49152.53111827683,34485,53206.34537602251
2012,California,Yolo County,06113,204630,166037,44128,120816,77319,32057,25236,24116,195463,1485,7682,204630,100319,104311,100254,5381,63815,28796,419,5738,21603,64702,65096,90667,27323,21544,92153,11635,156884,26493,54418,123719,27169.999999999996,42112.17180073725,30304.999999999996,46557.19926396841
2016,California,Alameda County,06001,1648377,1337339,346013,1161154,431663,310958,254684,235408,1615422,7101,25854,1648377,810518,837859,526136,171664,370905,493470,3747,77104,175962,348884,494521,601743,330026,222087,848520,41967,1304489,72663,515540,1060174,45000,64933.788188394836,48000,68382.96584023125
2016,California,Butte County,06007,227179,186821,45451,147314,73567,54989,8936,7990,220084,3390,3705,227179,111813,115366,163976,3952,36457,11392,1701,8772,10462,59540,66495,120803,25473,14408,93338,9046,179735,13779,106763,106637,24000,38501.10910600209,25000,41502.744477929766
2016,California,Contra Costa County,06013,1135025,901963,262670,782021,317814,240441,130603,119516,1125239,4927,4859,1135025,556084,578941,502452,93469,288469,186179,1910,58740,101316,259930,355653,441142,215422,122808,550330,34205,892373,57393,364599,713033,45000,66295.83302618566,48000,70816.0332319885
2016,California,El Dorado County,06017,185489,152683,37749,135068,45800,49950,8864,8864,183890,633,966,185489,93585,91904,144080,1680,23699,8646,1764,4637,4446,36458,47911,90398,29926,17254,80824,6288,151102,7730,73047,104712,34300,54763.05786895928,38000,59313.63470876338
2016,California,Fresno County,06019,980499,730363,280446,599194,335374,164256,125006,115012,964509,9917,6073,980499,489337,491162,293146,46855,517212,100375,3316,18236,144789,259225,443599,409911,85465,41524,398834,39208,714500,84931,489755,405813,25300,39323.303980691555,28000,41816.24211240782
2016,California,Humboldt County,06023,136177,112269,26865,91470,41115,31911,4206,3458,132390,924,2863,0,67372,68805,101799,799,15316,3525,5813,8925,3410,31485,35917,72344,20033,7883,62124,5186,108541,9984,72524,53669,22500,36612.42847598334,26400,41531.289223421045
2016,California,Imperial County,06025,180951,135649,51757,108930,62750,31657,28705,27677,171517,8741,693,180951,92274,88677,20107,3342,151458,2681,827,2409,54984,51698,90125,74772,10834,5220,60868,8714,126235,12284,98901,69766,20000,33684.18928332788,22000,35705.76408535805
2016,California,Kern County,06029,884535,653134,258283,531174,309088,130986,114367,109678,852811,27502,4222,884535,454138,430397,307500,44036,467333,42301,3242,19942,99053,226522,410473,383759,63916,26387,342728,42975,621567,78302,435977,370256,26000,39678.56097065004,28200,41990.41369421604
2016,California,Kings County,06031,149776,112793,40959,92012,49914,21181,19902,18585,135336,12367,2073,149776,82635,67141,49129,8943,81105,4435,1144,4965,26201,35876,67523,70231,8575,3447,60954,4581,98353,9550,70160,70066,28000,35357.92776895477,30000,38963.98800070584
2016,California,Los Angeles County,06037,10139789,8155207,2250168,6886085,2885955,1861260,1712013,1617145,9962718,61533,115538,10139789,4993583,5146206,2666983,791068,4921013,1477624,17680,230347,2254968,2302925,3867410,4006612,1499722,766045,4884667,336153,7979742,975923,4046751,5117115,30000,48583.03343460085,31000,51432.677082781884
2016,California,Madera County,06039,154261,116412,42579,95696,51550,27047,24183,23067,146952,7024,285,154261,74480,79781,53608,3494,88623,3153,1193,4190,27660,38107,74084,67801,8321,4055,57030,7523,109103,10189,93152,50920,24000,34163.50156300213,25000,37262.21030412808
2016,California,Marin County,06041,260245,212879,53137,190354,62935,73537,26061,23573,253113,4460,2672,260245,126268,133977,186285,6687,41724,13888,235,10620,24994,55558,68718,78495,67741,45291,129327,6283,205850,9822,87975,162448,50000,86631.68856008908,59000,96167.42243717168
2016,California,Merced County,06047,268671,196959,80253,158150,97385,42044,43115,41764,262717,2480,3474,268671,135895,132776,75950,8010,158357,21553,1025,3427,77696,78090,133818,112448,14371,8034,100790,17552,191068,17409,146763,104499,25000,36418.605913784515,26000,39264.155352816866
2016,California,Napa County,06055,141735,116113,29848,98805,38518,34838,16486,15292,137832,1770,2133,141735,70644,71091,75188,2563,48062,11532,622,3531,11303,29598,44486,61240,23041,12968,73682,4286,112227,4305,51512,85918,36900,54923.43431473085,40000,60548.29165173773
2016,California,Orange County,06059,3172904,2550221,711107,2158795,906137,624323,440845,407351,3129527,14858,28519,3172904,1567409,1605495,1300135,50262,1086132,637473,6428,87132,358219,738802,1053219,1217138,596386,306161,1596147,80843,2507360,231557,1047890,1893457,36000,58730.49753701179,39140,62028.23093331501
2016,California,Placer County,06061,380222,305340,85003,265004,102938,96373,12823,11719,376822,1635,1765,380222,184804,195418,278308,5596,52318,27209,979,15603,16603,84680,100183,172236,74142,33661,173452,8543,301985,15078,118823,246321,42000,63990.05936131039,48000,68789.94825196284
2016,California,Riverside County,06065,2388093,1845243,613798,1536113,760470,452143,281124,265291,2353116,18548,16429,2388093,1189790,1198303,859032,145351,1155992,155194,8117,58105,550240,583887,930855,1100896,230672,125670,1011383,89600,1810422,214086,1036371,1137636,30000,42319.026933720976,31200,44886.36149603109
2016,California,Sacramento County,06067,1514955,1193087,362806,1018488,437371,296924,133098,117385,1489980,12443,12532,1514955,738441,776514,682909,144546,347551,238422,7139,84653,120910,343699,520653,673759,211134,109409,688799,49527,1168577,79994,631112,803849,33000,46592.101703470704,35000,49610.33426627489
2016,California,San Bernardino County,06071,2141147,1632512,572929,1337042,719491,350036,227319,211889,2083509,40965,16673,2141147,1063599,1077548,624529,174530,1130036,149402,4926,53361,371303,536869,891927,965709,188759,94752,891046,83658,1575109,204615,949939,986593,28800,39763.94363504232,30000,41912.30120676773
2016,California,San Diego County,06073,3316462,2666792,728339,2231049,956504,631090,382678,349118,3227902,26398,62162,3316462,1666024,1650438,1523761,154477,1111771,390255,12938,120237,169805,728177,1060868,1389636,556264,309694,1653126,106628,2578496,250535,1155083,1910844,34000,50685.57941454782,36000,54370.89517519742
2016,California,San Francisco County,06075,870525,762110,118652,689975,154327,178991,112115,106468,850083,4343,16099,870525,447114,423411,354283,40307,132620,296721,1470,41451,69318,121996,206339,246288,258935,158963,508699,24490,741905,30903,247342,592280,58000,86005.86182514574,60000,90939.38066833641
2016,California,San Joaquin County,06077,733638,554602,201737,460729,244001,128258,93849,86288,719215,8030,6393,733638,366539,367099,239398,51570,302383,112138,1441,26337,70523,181258,317050,332730,56120,27738,307635,28649,540367,44356,333549,355733,31000,43987.491113913806,33000,46345.90231655556
2016,California,San Luis Obispo County,06079,283630,238431,50926,188177,87671,74508,13782,13584,266626,4369,12635,283630,143267,140363,195809,4801,64106,10362,1810,6624,17931,69494,69018,144000,46672,23940,140216,4838,221443,14998,99442,169190,30000,44531.84321538121,35000,49328.85762261645
2016,California,San Mateo County,06081,764428,618447,161975,547904,189840,165213,114720,108687,754699,3532,6197,764428,378522,385906,301938,16544,189254,221950,1063,30792,91404,160353,229113,250173,170796,114346,413365,13972,609788,28979,227094,508355,50000,78452.9295242651,52000,84532.15809317942
2016,California,Santa Barbara County,06083,445432,355088,100556,276292,152470,89131,75122,69810,426157,4920,14355,445432,222332,223100,200415,8141,201157,22393,1390,11936,45959,117913,161141,188149,56850,39292,214550,13210,335915,43575,169967,231890,28000,41996.010839110786,30000,46748.236268073706
2016,California,Santa Clara County,06085,1918287,1534617,431397,1320123,531377,348618,355856,324653,1883010,8545,26732,1918287,968730,949557,617896,44260,496842,683861,2185,69090,222747,445729,608320,600063,405705,304199,980389,47670,1499409,87046,547785,1283456,50000,77793.02293803512,51000,81882.89554026164
2016,California,Santa Cruz County,06087,274671,227434,54051,178403,87802,58454,27812,26979,261966,1160,11545,274671,136645,138026,158121,2790,92094,12622,379,7924,37987,69156,79903,117859,46220,30689,134495,8078,214804,11648,100320,162703,30000,54423.45942145176,32000,58795.8909012052
2016,California,Shasta County,06089,179700,144933,38657,127365,45235,50965,4009,3239,176107,1423,2170,179700,88441,91259,143998,1294,17426,5619,2776,8424,1208,36199,51041,101592,18891,8176,70904,5078,141340,9941,92507,77252,29000,39695.195962512604,30000,43129.07951759244
2016,California,Solano County,06095,440096,353615,98394,301689,122730,92801,35561,34144,429703,8559,1834,440096,219618,220478,167383,61757,115451,66833,908,25287,47081,92262,139462,220093,55086,25455,209183,16126,343253,22563,180960,236573,34000,48236.68993125511,36000,51531.29965867921
2016,California,Sonoma County,06097,502993,412846,100972,360765,127473,131355,53740,48466,494312,3350,5331,502993,246303,256690,319472,6160,133738,22975,2186,16233,77043,100009,145556,231525,81165,44747,259716,11579,404165,29415,185014,288564,35000,50287.129990203066,38000,55007.334029770034
2016,California,Stanislaus County,06099,541414,410335,146322,342421,176459,97223,61785,58245,536258,2822,2334,541414,267160,274254,230575,15097,247043,31585,2419,14312,65623,136133,228281,255174,40654,17305,226725,28082,405521,27494,262391,251529,30000,39964.616453235314,30000,42622.16548866203
2016,California,Tulare County,06107,461202,334192,143809,269934,168755,73012,73202,66674,455085,4044,2073,461202,228634,232568,132092,5038,294999,14056,3245,8558,78858,128245,236395,187799,24837,12171,173694,17726,328256,44917,249828,166457,25000,34687.76485775033,26000,36657.27856130404
2016,California,Ventura County,06111,849755,673209,200465,567192,252957,176398,107771,98820,837126,3423,9206,849755,417258,432497,388039,14778,361376,60256,2387,21290,43182,201689,303074,348076,121477,77128,420834,21797,660580,84884,284013,480858,33500,52138.335710941465,35400,55781.923741424675
2016,California,Yolo County,06113,215556,173781,45947,127553,81550,36952,28282,26947,207651,1163,6742,215556,104541,111015,101621,6191,67734,30608,1042,7703,11329,68689,65198,94202,29603,26553,94139,6668,166002,10926,74463,130167,31100,50808.57313681869,35400,55183.042704857246
2008,Connecticut,Fairfield County,09001,894914,693453,224864,595683,265043,163908,109877,98882,870466,9716,14732,894914,438309,456605,616560,88450,141079,38004,1195,7128,40989,221488,305925,317525,155180,116284,443600,31776,669479,95861,198574,600479,44648,81483.67608785437,50229.00000000001,89567.92022384316
